attach-physiological-monitoring-leads-to-patient-s-finger-chest-waist-or-other-b	This task involves placing adhesive or non-adhesive electrode pads connected to monitoring equipment on a patient's skin at designated locations such as fingers, chest, and waist to measure and record vital physiological signals including heart rate, oxygen saturation, respiration, and other cardiac or respiratory parameters. The technician must ensure proper skin contact, correct lead placement a
conduct-inventories-to-maintain-stock-of-clinical-supplies	Conducting inventories involves systematically counting and verifying all clinical supplies in storage to track current stock levels, identify shortages or expiration dates, and update inventory records to ensure adequate materials are available for patient care and operations.
develop-or-otherwise-produce-film-records-of-magnetic-resonance-images	This task involves creating, generating, or producing physical or digital film records that capture magnetic resonance imaging (MRI) scans, which may include processing the images, recording them onto film media, or converting them into viewable formats for medical documentation and diagnostic purposes.
schedule-appointments-for-research-subjects-or-clinical-patients	This task involves using scheduling systems or calendars to coordinate and book appointment times for individuals participating in research studies or receiving clinical care, ensuring efficient use of facilities and staff while accommodating patient or subject availability and medical requirements.
calculate-or-verify-calculations-of-prescribed-radiation-doses	This task involves determining the appropriate radiation dose for medical treatment based on patient-specific factors and clinical protocols, or reviewing existing dose calculations to ensure accuracy and safety before administration to patients.
develop-radiation-treatment-plans-in-consultation-with-members-of-the-radiation-	Develop individualized radiation treatment plans for cancer patients by analyzing diagnostic imaging, determining appropriate radiation doses and delivery techniques, and collaborating with radiation oncologists, medical physicists, and dosimetrists to optimize tumor control while minimizing exposure to healthy tissues. This involves selecting treatment modalities, calculating field arrangements, 
record-patient-information-such-as-radiation-doses-administered-in-patient-recor	Record and document detailed information about radiation doses administered to patients during diagnostic or therapeutic procedures, ensuring accurate data entry into patient medical records for treatment tracking and safety monitoring purposes.
advise-oncology-team-members-on-use-of-beam-modifying-or-immobilization-devices-	This task involves providing expert guidance to members of an oncology team on selecting, implementing, and optimizing beam-modifying devices (such as collimators, wedges, and compensators) and patient immobilization equipment (such as masks, frames, and positioning aids) to ensure accurate dose delivery and patient positioning during radiation therapy treatment. The advisor evaluates treatment pl
fabricate-beam-modifying-devices-such-as-compensators-shields-and-wedge-filters	Design and manufacture specialized medical radiation devices including compensators that modify dose distribution, shields that block or attenuate radiation beams, and wedge filters that create non-uniform dose profiles for radiotherapy treatment planning. These components are precision-engineered to meet specific clinical requirements for cancer treatment and other medical applications requiring 
perform-quality-assurance-system-checks-such-as-calibrations-on-treatment-planni	This task involves conducting routine maintenance and verification procedures on treatment planning computers used in medical settings, including calibrating equipment to ensure accuracy and proper functionality of the systems that calculate and plan patient treatment protocols. The work requires testing system performance, validating software outputs, and documenting results to confirm the comput
fabricate-patient-immobilization-devices-such-as-molds-or-casts-for-radiation-de	Fabricate custom patient immobilization devices, such as thermoplastic molds, vacuum bags, or body casts, that securely position patients during radiation therapy treatments to ensure accurate and consistent delivery of radiation to targeted tumor sites. These devices are created based on individual patient anatomy to minimize movement and maintain reproducible positioning across multiple treatmen
teach-medical-dosimetry-including-its-application-to-students-radiation-therapis	Teaching medical dosimetry involves instructing students, radiation therapists, or residents on the principles and practices of calculating, measuring, and optimizing radiation doses delivered to patients during cancer treatment and diagnostic imaging procedures. This includes explaining dose calculation algorithms, treatment planning systems, radiation protection standards, and how to apply dosim
develop-treatment-plans-and-calculate-doses-for-brachytherapy-procedures	Developing brachytherapy treatment plans involves creating detailed specifications for the placement and dosage of radioactive sources that will be implanted or inserted into or near tumors to deliver targeted radiation therapy. Calculating doses for these procedures requires determining the appropriate strength, duration, and positioning of the radioactive sources to maximize tumor destruction wh
measure-the-amount-of-radioactivity-in-patients-or-equipment-using-radiation-mon	This task involves using specialized radiation detection instruments such as Geiger counters, ionization chambers, or scintillation detectors to quantify radioactive contamination or exposure levels on patients, medical equipment, or work surfaces in healthcare or laboratory settings. The measurements are recorded and compared against established safety standards to ensure radiation levels are wit
educate-patients-regarding-treatment-plans-physiological-reactions-to-treatment-	This task involves communicating clearly with patients about their prescribed treatment plans, explaining what to expect physically during and after treatment, and providing detailed instructions on how to care for themselves following their medical procedures or therapy.
administer-first-aid-treatment-or-life-support-care-to-sick-or-injured-persons-i	Paramedics and emergency medical technicians provide immediate medical treatment to patients experiencing illness, injury, or trauma in out-of-hospital environments such as accident scenes, homes, and public spaces. This involves assessing patient conditions, performing emergency procedures like CPR and wound care, administering medications, and safely transporting patients to medical facilities w
assess-nature-and-extent-of-illness-or-injury-to-establish-and-prioritize-medica	This task involves examining and evaluating patients' physical conditions, symptoms, and medical histories to determine the severity of their illness or injury and establish the urgency and sequence of required medical treatments or interventions. Healthcare professionals performing this task must identify life-threatening conditions, gather clinical information through observation and questioning
comfort-and-reassure-patients	Comforting and reassuring patients involves providing emotional support, clear communication, and a calm presence to help reduce anxiety and fear related to their medical condition or treatment. This includes listening to concerns, explaining procedures in understandable terms, and offering encouragement to help patients feel safe and confident in their care.
coordinate-work-with-other-emergency-medical-team-members-or-police-or-fire-depa	Coordinate work with other emergency medical team members or police or fire department personnel by communicating patient information, treatment plans, and scene conditions to ensure seamless care delivery and safety at emergency scenes. This includes taking direction from incident commanders, sharing resources, and working together to stabilize patients and transport them to appropriate medical f
drive-mobile-intensive-care-unit-to-specified-location-following-instructions-fr	Operating and navigating a mobile intensive care unit (ambulance or similar emergency medical vehicle) to a designated destination based on real-time directions and information provided by an emergency medical dispatcher, while adhering to traffic laws and safety protocols. This involves monitoring communications, maintaining vehicle readiness, and potentially coordinating with other emergency per
maintain-vehicles-and-medical-and-communication-equipment-and-replenish-first-ai	This task involves performing regular inspection, servicing, and repairs on vehicles and medical/communication equipment to ensure they remain in working condition, while also monitoring inventory levels and restocking first aid kits and medical supplies to maintain adequate stock for emergency response or operational use.
administer-drugs-orally-or-by-injection-or-perform-intravenous-procedures	Administer medications to patients through oral administration, injections, or intravenous procedures, requiring knowledge of dosage, drug interactions, and proper injection techniques to ensure safe and effective treatment.
instruct-emergency-medical-response-team-about-emergency-interventions-to-ensure	This task involves providing detailed guidance and training to emergency medical personnel on how to properly execute critical life-saving interventions such as CPR, defibrillation, airway management, and trauma protocols, ensuring they follow established clinical guidelines and maintain consistent standards across the response team. The instructor must demonstrate correct techniques, address proc
perform-emergency-cardiac-care-such-as-cardioversion-and-manual-defibrillation	Performing emergency cardiac care involves administering life-saving interventions to patients experiencing critical heart rhythm disturbances, including delivering controlled electrical shocks through cardioversion (synchronized shocks for abnormal rhythms) and defibrillation (unsynchronized shocks for chaotic rhythms like ventricular fibrillation) to restore normal heart function. This task requ
perform-emergency-invasive-intervention-before-delivering-patient-to-an-acute-ca	Perform emergency invasive intervention before delivering patient to an acute care facility involves executing urgent medical procedures such as intubation, chest decompression, or emergency cricothyrotomy in pre-hospital or transport settings when a patient's life-threatening condition requires immediate intervention that cannot wait until arrival at a hospital. This task requires rapid clinical 
perform-emergency-pharmacological-interventions	Perform emergency pharmacological interventions involves rapidly administering medications and drugs to stabilize patients experiencing acute medical crises, such as cardiac arrest, severe allergic reactions, or respiratory failure, while following established emergency protocols and dosing guidelines. This requires quick decision-making, accurate medication selection and preparation, proper admin
prepare-a-major-meal-following-recipes-and-determining-group-food-quantities	Preparing a major meal involves selecting and executing multiple recipes to create a complete dining experience, which requires reading and following cooking instructions, adjusting ingredient quantities based on the number of diners, managing timing to ensure dishes are ready simultaneously, and coordinating various cooking techniques and equipment. This task includes determining appropriate port
supervise-food-production-or-service-or-assist-dietitians-or-nutritionists-in-fo	This task involves overseeing food preparation, cooking, and service operations in institutional settings such as hospitals, schools, or corporate cafeterias, ensuring quality, safety, and compliance with health standards, while also supporting dietitians and nutritionists in meal planning, menu development, and dietary requirement fulfillment.
develop-job-specifications-job-descriptions-or-work-schedules	This task involves creating detailed documents that outline the requirements, responsibilities, and duties associated with specific positions, including qualifications needed, reporting relationships, and work hours or scheduling arrangements. These specifications and descriptions serve as foundational tools for recruitment, onboarding, performance management, and organizational planning.
attend-interdisciplinary-meetings-with-other-health-care-professionals-to-discus	Attending interdisciplinary meetings involves gathering with healthcare professionals from different specialties such as physicians, nurses, therapists, and social workers to review patient cases, coordinate treatment plans, and address care concerns collaboratively. These meetings ensure all team members are informed about patient progress and can contribute their expertise to optimize overall pa
provide-dietitians-with-assistance-researching-food-nutrition-or-food-service-sy	Provide dietitians with assistance researching food, nutrition, or food service systems by conducting literature reviews, analyzing nutritional data, compiling evidence-based information on dietary guidelines and food composition, and supporting the evaluation of food service operations, supply chains, and meal planning systems.
select-schedule-or-conduct-orientation-or-in-service-education-programs	This task involves identifying training needs within an organization, developing or choosing appropriate educational programs (such as new employee orientations or professional development workshops), coordinating scheduling and logistics, and delivering or facilitating these sessions to ensure employees gain necessary knowledge and skills for their roles.
analyze-menus-or-recipes-standardize-recipes-or-test-new-products	This task involves reviewing and evaluating menus and recipes to ensure consistency in ingredients, measurements, and preparation methods, as well as testing new food products to assess their quality, taste, and feasibility for implementation in a culinary operation.
determine-food-and-beverage-costs-and-assist-in-implementing-cost-control-proced	This task involves analyzing and calculating the expenses associated with food and beverage inventory, including procurement costs, portion sizes, and waste management, while also helping to establish and execute strategies such as vendor negotiations, inventory tracking systems, and standardized recipes to reduce overall food and beverage expenditures.
refer-patients-to-other-relevant-services-to-provide-continuity-of-care	Referring patients to other relevant services involves identifying when a patient requires additional specialized care, treatment, or support beyond your current scope of practice, and then communicating the necessary information to the appropriate healthcare providers, specialists, or social services to ensure seamless transition and continuity of their care. This process includes documenting the
deliver-speeches-on-diet-nutrition-or-health-to-promote-healthy-eating-habits-an	Give presentations or talks to groups of people about topics like balanced nutrition, healthy eating habits, disease prevention through diet, and nutritional approaches to treating health conditions. These speeches aim to educate audiences and encourage them to adopt healthier dietary practices.
receive-written-prescription-or-refill-requests-and-verify-that-information-is-c	Receive written or electronic prescription and refill requests from patients or healthcare providers, then review the documentation to ensure all required information is present and correct, such as patient name, medication name, dosage, quantity, and prescriber details, before processing or forwarding to the appropriate pharmacy or healthcare professional.
enter-prescription-information-into-computer-databases	This task involves inputting patient prescription details, including medication names, dosages, frequencies, and patient information, into electronic health record systems or pharmacy management software to maintain accurate medication records and ensure proper dispensing and billing.
establish-or-maintain-patient-profiles-including-lists-of-medications-taken-by-i	Maintain comprehensive patient records that document each patient's current and past medications, including dosages, frequencies, and dates of administration, to ensure accurate medication histories are available for clinical decision-making and continuity of care. Create or update patient profiles in medical systems with relevant demographic information, medical history, and medication lists that
maintain-proper-storage-and-security-conditions-for-drugs	Maintaining proper storage and security conditions for drugs involves storing pharmaceutical substances in appropriate temperature-controlled environments, organizing inventory by expiration dates, and implementing access controls to prevent unauthorized use or theft. This task also includes maintaining accurate records of drug stock, conducting regular audits, and ensuring compliance with regulat
answer-telephones-responding-to-questions-or-requests	This task involves receiving incoming phone calls and addressing caller inquiries, requests, or concerns by providing information, directing them to appropriate resources, or resolving their issues directly.
operate-cash-registers-to-accept-payment-from-customers	Operating a cash register involves scanning or manually entering product prices, calculating the total amount owed, processing payments through various methods (cash, credit cards, mobile payments), and issuing receipts to customers while maintaining accuracy in transactions and handling money responsibly.
price-and-file-prescriptions-that-have-been-filled	Price prescriptions by calculating the cost based on medication type, dosage, quantity, and insurance coverage details, then file the completed prescriptions in the appropriate record system or pharmacy database for patient billing and inventory tracking purposes.
mix-pharmaceutical-preparations-according-to-written-prescriptions	Measure and combine pharmaceutical ingredients according to specific dosage requirements and formulation instructions outlined in written prescriptions, then package the prepared medication for dispensing to patients or healthcare facilities.
order-label-and-count-stock-of-medications-chemicals-or-supplies-and-enter-inven	A pharmacy technician or inventory specialist receives shipments of medications, chemicals, or medical supplies, then physically organizes, labels, and counts each item to verify quantities match purchase orders. They record all inventory data into a computer system to maintain accurate stock levels, track expiration dates, and generate reports for reordering purposes.
clean-and-help-maintain-equipment-or-work-areas-and-sterilize-glassware-accordin	This task involves washing, disinfecting, and sterilizing laboratory glassware and equipment using appropriate cleaning solutions and sterilization techniques, as well as organizing and maintaining workspaces to ensure they meet hygiene and safety standards for laboratory operations.
prepack-bulk-medicines-fill-bottles-with-prescribed-medications-and-type-and-aff	A pharmacy technician prepacks bulk medicines into individual bottles according to prescription specifications, then creates and applies labels with patient information and medication details to each prepared container.
compute-charges-for-medication-or-equipment-dispensed-to-hospital-patients-and-e	Compute the cost of medications and medical equipment provided to hospital patients based on hospital pricing schedules, then input the charge information into the hospital's billing or electronic health record system to generate patient invoices and ensure accurate financial documentation.
prepare-and-process-medical-insurance-claim-forms-and-records	Prepare and process medical insurance claim forms by gathering patient information, verifying coverage details, and submitting documentation to insurance providers for reimbursement. This includes reviewing claim denials, following up on pending claims, maintaining organized records, and communicating with patients and healthcare providers to resolve billing issues.
transfer-medication-from-vials-to-the-appropriate-number-of-sterile-disposable-s	This task involves withdrawing measured doses of medication from multiple vials and filling individual sterile, disposable syringes while maintaining sterile conditions throughout the process to prevent contamination. The worker must follow proper aseptic technique protocols, including cleaning vial tops, using sterile needles, and handling syringes without touching sterile surfaces.
supply-and-monitor-robotic-machines-that-dispense-medicine-into-containers-and-l	Supply and monitor robotic machines that dispense medicine into containers involves loading raw materials such as medications and empty containers into the machines, ensuring they operate correctly throughout production cycles, and performing routine maintenance and troubleshooting. Label the containers involves verifying that dispensed medications are accurately labeled with required information 
deliver-medications-or-pharmaceutical-supplies-to-patients-nursing-stations-or-s	This task involves physically transporting prescribed medications, pharmaceutical supplies, and medical inventory from the pharmacy or storage areas to patients' rooms, hospital nursing stations, or surgical operating rooms, ensuring proper handling, timing, and documentation of all deliveries. The work requires attention to detail to verify correct medications and quantities, following safety pro
maintain-and-merchandise-home-healthcare-products-or-services	Maintain and merchandise home healthcare products or services involves stocking, organizing, and displaying healthcare items such as mobility aids, wound care supplies, respiratory equipment, and monitoring devices in retail or clinical settings, while ensuring inventory is current, products are properly maintained, and promotional materials effectively communicate product features and benefits to
price-stock-and-mark-items-for-sale	Determine the appropriate selling price for inventory items based on factors such as cost, market demand, and profit margins, then apply price tags or labels to mark items for customer purchase.
provide-nursing-psychiatric-or-personal-care-to-patients-with-cognitive-intellec	This task involves delivering direct care services to individuals with cognitive, intellectual, or developmental disabilities, including assistance with activities of daily living, medication management, behavioral support, and emotional well-being, while monitoring their health status and documenting care provided.
restrain-violent-potentially-violent-or-suicidal-patients-by-verbal-or-physical-	This task involves using communication techniques to de-escalate and calm patients who are exhibiting violent, potentially violent, or suicidal behavior, and applying physical restraint methods when necessary to ensure the safety of the patient, staff, and others in the healthcare environment.
lead-prescribed-individual-or-group-therapy-sessions-as-part-of-specific-therape	Conduct structured individual or group therapy sessions following established clinical protocols and treatment plans, facilitating therapeutic interventions such as cognitive-behavioral therapy, counseling, or behavioral modification techniques to address clients' mental health concerns and support their recovery goals.
monitor-patients-physical-and-emotional-well-being-and-report-unusual-behavior-o	This task involves regularly observing and assessing patients for changes in their physical condition (such as pain, mobility issues, or vital sign abnormalities) and emotional state (such as anxiety, depression, or agitation), then communicating any concerning findings or deviations from baseline behavior to the appropriate medical or nursing personnel.
take-and-record-measures-of-patients-physical-condition-using-devices-such-as-th	This task involves using medical instruments like thermometers, blood pressure cuffs, pulse oximeters, and scales to measure patients' vital signs and physical health indicators, then documenting these measurements in their medical records or charts for clinical assessment and monitoring.
aid-patients-in-performing-tasks-such-as-bathing-or-keeping-beds-clothing-or-liv	Provide direct assistance to patients with personal hygiene activities including bathing and grooming, and help maintain cleanliness of their bedding, clothing, and living spaces to support their health and comfort.
develop-or-teach-strategies-to-promote-client-wellness-and-independence	This task involves creating and instructing clients on practical techniques, exercises, and behavioral approaches designed to improve their physical health, mental wellbeing, and ability to perform daily activities independently. It includes assessing individual needs, setting wellness goals, and providing ongoing guidance and support to help clients build skills and confidence in managing their o
train-or-instruct-new-employees-on-procedures-to-follow-with-psychiatric-patient	This task involves teaching new employees the proper protocols, safety procedures, and best practices for interacting with and providing care to psychiatric patients, including de-escalation techniques, medication administration if applicable, documentation requirements, and legal/ethical considerations specific to mental health settings.
escort-patients-to-medical-appointments	Accompanying patients from their current location to scheduled medical appointments, including assisting with transportation, helping them navigate to the correct department or office, and ensuring they arrive on time and in a safe manner.
administer-oral-medications-or-hypodermic-injections-following-physician-s-presc	This task involves giving patients medications by mouth or injecting them under the skin or into muscle/vein according to doctor's orders and established hospital protocols, which requires verifying dosages, patient identification, and proper administration techniques.
issue-medications-from-dispensary-and-maintain-records-in-accordance-with-specif	This task involves selecting and dispensing pharmaceutical medications to patients or healthcare staff according to prescriptions and established protocols, while simultaneously documenting all transactions in relevant records systems to ensure accuracy, traceability, and compliance with regulatory requirements.
contact-patients-relatives-to-arrange-family-conferences	Contact patients' relatives by phone or email to schedule and arrange family conferences where medical information can be discussed and care decisions coordinated with family members. This involves confirming availability, providing meeting details, and ensuring all necessary parties are informed about the purpose and logistics of the conference.
count-sponges-needles-and-instruments-before-and-after-operation	Conduct a systematic inventory of surgical sponges, needles, and instruments by counting them before the operation begins and again after the procedure concludes to ensure all items are accounted for and prevent any materials from being left inside the patient. This verification process, known as a surgical count, is a critical patient safety measure performed by operating room staff.
scrub-arms-and-hands-and-assist-the-surgical-team-to-scrub-and-put-on-gloves-mas	This task involves thoroughly cleaning and disinfecting your own arms and hands using a standardized surgical scrub technique, then helping surgical team members properly don sterile personal protective equipment including gloves, masks, and surgical gowns or clothing before entering the operating room. You serve as a support role to ensure all team members meet infection control standards and are
provide-technical-assistance-to-surgeons-surgical-nurses-or-anesthesiologists	Provide technical support and troubleshooting assistance to surgical team members, including surgeons, surgical nurses, and anesthesiologists, by responding to questions about equipment operation, software systems, and procedural protocols used in operating rooms. This work involves communicating clearly under time-sensitive conditions to help resolve technical issues that may impact surgical proc
prepare-care-for-and-dispose-of-tissue-specimens-taken-for-laboratory-analysis	Prepare tissue specimens by collecting, labeling, and preserving samples in appropriate fixatives or containers, then maintain them under proper storage conditions during processing and testing. Dispose of all biohazardous tissue waste according to regulatory guidelines using designated containers, autoclaves, or incineration methods to ensure safety and compliance with laboratory protocols.
wash-and-sterilize-equipment-using-germicides-and-sterilizers	This task involves cleaning equipment with water and appropriate cleaning agents to remove debris and contamination, then applying germicides or using sterilization methods such as autoclaving, chemical sterilization, or dry heat to eliminate all microorganisms and ensure the equipment is safe for medical, laboratory, or food service use.
monitor-and-continually-assess-operating-room-conditions-including-patient-and-s	Continuously observe the operating room environment to ensure optimal conditions for surgery, including maintaining appropriate temperature, lighting, and equipment functionality while anticipating and responding to the needs of the patient, surgeon, anesthesiologist, and nursing staff throughout the procedure. This involves tracking vital signs, instrument availability, medication requirements, a
prepare-dressings-or-bandages-and-apply-or-assist-with-their-application-followi	Prepare sterile dressings or bandages by gathering appropriate materials and following surgical protocols, then apply them directly to post-operative wounds or assist healthcare providers in their application to promote healing and prevent infection. This may involve changing dressings, securing bandages with tape or other fasteners, and monitoring the wound site for signs of complications.
order-surgical-supplies	Ordering surgical supplies involves reviewing inventory levels, identifying needed items such as instruments, sterilization equipment, and consumables, selecting vendors, comparing pricing and delivery options, and submitting purchase orders to ensure adequate stock for upcoming procedures. This process requires coordination with surgical staff to determine quantities and specifications while main
observe-patients-vital-signs-to-assess-physical-condition	Monitor and record patients' vital signs including blood pressure, heart rate, temperature, and respiratory rate at regular intervals or as clinically indicated, then evaluate the results to assess the patient's physical condition and identify any abnormalities that require medical attention.
maintain-supply-of-fluids-such-as-plasma-saline-blood-or-glucose-for-use-during-	This task involves monitoring inventory levels of essential surgical fluids including plasma, saline, blood products, and glucose solutions, and restocking supplies to ensure adequate quantities are available for surgical procedures. The worker must track usage rates, coordinate with blood banks or supply vendors, and organize storage to maintain proper temperature and sterile conditions for these
maintain-files-and-records-of-surgical-procedures	Maintain files and records of surgical procedures involves organizing, updating, and storing comprehensive documentation related to surgical operations, including patient medical histories, operative reports, consent forms, anesthesia records, and post-operative notes to ensure accurate record-keeping and compliance with healthcare regulations. This includes retrieving records when needed by autho
care-for-and-monitor-the-condition-of-animals-recovering-from-surgery	This task involves providing post-operative care to animals following surgical procedures, including monitoring vital signs, administering medications, managing pain, changing bandages, and observing for signs of infection or complications. Caregivers must also ensure proper nutrition, hygiene, and a clean recovery environment while documenting the animal's progress and reporting any concerns to t
maintain-controlled-drug-inventory-and-related-log-books	This task involves documenting the receipt, storage, distribution, and disposal of controlled substances according to regulatory requirements, while ensuring accurate record-keeping in inventory logs and maintaining secure storage to prevent unauthorized access or diversion.
prepare-and-administer-medications-vaccines-serums-or-treatments-as-prescribed-b	This task involves receiving prescriptions from veterinarians, preparing medications, vaccines, serums, or other treatments in the correct dosages and forms, and then administering them to animals through appropriate routes such as injection, oral, or topical application. The work requires precise measurement, proper handling of pharmaceuticals, and accurate record-keeping to ensure animals receiv
restrain-animals-during-exams-or-procedures	Hold or immobilize animals using appropriate handling techniques and equipment to keep them still and safe while a veterinarian or technician performs medical examinations, diagnostic tests, or surgical procedures. This may involve using restraint devices, towels, or manual holds tailored to the animal's species and size to prevent injury to both the animal and staff.
administer-emergency-first-aid-such-as-performing-emergency-resuscitation-or-oth	This task involves providing immediate medical intervention to individuals experiencing life-threatening emergencies, including performing cardiopulmonary resuscitation (CPR), controlling severe bleeding, managing airway obstructions, and stabilizing injuries until professional medical personnel arrive. The worker must be trained to quickly assess the patient's condition and apply appropriate emer
clean-and-sterilize-instruments-equipment-or-materials	This task involves washing, disinfecting, and sterilizing medical instruments, laboratory equipment, or other materials using appropriate cleaning agents, sterilization methods such as autoclaving or chemical disinfection, and quality control procedures to ensure they meet safety and hygiene standards for reuse.
provide-veterinarians-with-the-correct-equipment-or-instruments-as-needed	Ensure that veterinarians have access to the specific medical instruments and equipment they require for surgical procedures, examinations, and treatments by maintaining inventory, sterilizing instruments, and delivering them promptly to clinical areas. This may include surgical tools, diagnostic devices, protective gear, and other specialized equipment needed for animal care.
perform-dental-work-such-as-cleaning-polishing-or-extracting-teeth	Perform dental procedures on patients including scaling and polishing tooth surfaces to remove plaque and tartar, applying fluoride treatments, and extracting teeth when necessary due to decay, damage, or overcrowding. This work requires the use of specialized dental instruments and equipment while following strict sterilization protocols and maintaining patient comfort and safety throughout the p
observe-the-behavior-and-condition-of-animals-and-monitor-their-clinical-symptom	Monitor animals for signs of illness, injury, or distress by regularly observing their physical condition, behavior patterns, and clinical symptoms such as appetite changes, mobility issues, discharge, or unusual vocalizations, and document findings to inform veterinary care decisions.
give-enemas-and-perform-catheterizations-ear-flushes-intravenous-feedings-or-gav	This task involves administering enemas and performing various medical procedures including urinary catheterizations, ear canal irrigations, intravenous nutrient feedings, and gavage feedings (delivering nutrition or medication through a tube placed in the stomach or small intestine). These procedures require proper training in sterile technique and patient safety protocols.
fill-prescriptions-measuring-medications-and-labeling-containers	Measuring out prescribed medications in appropriate doses and packaging them into labeled containers for patient use, ensuring accuracy and proper identification of drug names, dosages, and administration instructions.
collect-prepare-and-label-samples-for-laboratory-testing-culture-or-microscopic-	This task involves gathering biological or chemical specimens from various sources, processing them according to standard protocols to ensure quality and integrity, and applying proper identification markers with relevant information such as patient identifiers, collection dates, and test types. The prepared samples are then organized and stored appropriately to maintain their viability for accura
prepare-animals-for-surgery-performing-such-tasks-as-shaving-surgical-areas	Prepare animals for surgical procedures by performing pre-operative care tasks such as shaving and cleaning the surgical sites, positioning the animal on the operating table, and assisting with anesthesia administration. This work ensures the animal is properly prepared and stabilized for the surgeon to proceed with the operation.
take-and-develop-diagnostic-radiographs-using-x-ray-equipment	Operating x-ray equipment to capture diagnostic radiographic images of patients or specimens, then processing and optimizing these images to support clinical diagnosis and treatment planning. This involves positioning subjects correctly, setting appropriate exposure parameters, ensuring image quality, and maintaining radiation safety protocols.
discuss-medical-health-of-pets-with-clients-such-as-post-operative-status	Communicate with pet owners about their animals' medical conditions and treatment progress, including explaining post-surgical recovery status, complications, medication requirements, and care instructions needed at home. This involves translating clinical findings into understandable language and answering client questions about their pet's health outlook and ongoing treatment needs.
prepare-treatment-rooms-for-surgery	Prepare treatment rooms for surgery by sterilizing all surfaces, equipment, and instruments according to surgical protocols, arranging sterile supplies and instruments in the proper order for the procedure, and ensuring all necessary equipment is functional and positioned for the surgical team's use.
maintain-laboratory-research-or-treatment-records-as-well-as-inventories-of-phar	This task involves creating, updating, and organizing detailed records of laboratory experiments, patient treatments, or research activities, while also tracking quantities and locations of medications, medical equipment, and laboratory supplies to ensure accuracy and availability.
maintain-instruments-equipment-or-machinery-to-ensure-proper-working-condition	This task involves regularly inspecting, cleaning, servicing, and repairing instruments, equipment, or machinery to identify and fix problems before they cause failures or safety hazards. It includes following maintenance schedules, replacing worn parts, lubricating components, and documenting work performed to keep all equipment in optimal working condition.
dress-and-suture-wounds-and-apply-splints-or-other-protective-devices	This task involves cleaning and preparing wounds, then closing them using stitches or other suturing techniques, and subsequently immobilizing or protecting the injured area by applying splints, bandages, casts, or other supportive devices to promote healing and prevent further injury.
provide-assistance-with-animal-euthanasia-and-the-disposal-of-remains	This task involves helping to humanely end the life of animals that are suffering, terminally ill, or unable to be cared for, typically performed by veterinarians or trained technicians using approved methods, and then managing the proper disposal of the deceased animal's body through cremation, burial, or other appropriate means compliant with local regulations.
schedule-appointments-and-procedures-for-animals	Coordinating and booking veterinary appointments, medical procedures, surgeries, and follow-up visits for animals in a clinical or care setting, including managing calendar availability, confirming dates and times with owners, and maintaining organized records of scheduled services.
provide-information-or-counseling-regarding-issues-such-as-animal-health-care-be	This task involves offering expert guidance to pet owners or animal caretakers about veterinary health concerns, behavioral issues like aggression or anxiety, and proper dietary needs for various animal species. The counselor may diagnose problems, recommend treatments or training approaches, and educate clients on preventive care and nutritional requirements.
monitor-medical-supplies-and-place-orders-when-inventory-is-low	Monitor medical supplies and place orders when inventory is low involves regularly tracking the quantity and stock levels of medical materials and equipment, and initiating purchase orders from suppliers when items fall below predetermined minimum thresholds to ensure adequate inventory for patient care operations.
supervise-or-train-veterinary-students-or-other-staff-members	Overseeing the work and development of veterinary students or staff members by providing instruction, guidance, feedback, and evaluation of their clinical skills, knowledge, and professional competencies. This involves demonstrating procedures, answering questions, assessing performance, and ensuring compliance with protocols and animal welfare standards.
bathe-animals-clip-nails-or-claws-and-brush-or-cut-animals-hair	This task involves providing basic hygiene and grooming care to animals by washing them with water and soap, trimming their nails or claws, and brushing or trimming their fur or hair as needed. It may be performed by veterinary technicians, groomers, or animal care workers in settings such as veterinary clinics, pet grooming facilities, or animal shelters.
conduct-specialized-procedures-such-as-animal-branding-or-tattooing-or-hoof-trim	This task involves performing specialized veterinary or animal husbandry procedures on livestock or animals, including marking animals with brands or tattoos for identification purposes, and trimming or maintaining animals' hooves and nails to ensure proper health and mobility. These procedures require technical skill, knowledge of animal behavior and handling, and understanding of animal welfare 
take-and-document-patients-medical-histories	Taking and documenting patients' medical histories involves conducting interviews with patients to gather comprehensive information about their past and present health conditions, medications, allergies, family medical background, lifestyle factors, and previous treatments or hospitalizations, then accurately recording these details in their medical records or electronic health information systems
conduct-tonometry-or-tonography-tests-to-measure-intraocular-pressure	Conducting tonometry or tonography tests involves using specialized equipment to measure the fluid pressure inside the eye, which is essential for diagnosing and monitoring conditions like glaucoma. The procedure typically requires applying a tonometer device to the eye's surface or using non-contact methods to determine intraocular pressure readings that inform clinical decision-making and treatm
operate-ophthalmic-equipment-such-as-autorefractors-phoropters-tomographs-or-ret	Operating ophthalmic equipment involves using specialized optical and electronic instruments to measure patients' vision, eye curvature, and internal eye structures in order to diagnose refractive errors and eye diseases. This includes tasks such as positioning patients at autorefractors to obtain objective refraction measurements, manipulating phoropters to determine optimal lens prescriptions, u
take-anatomical-or-functional-ocular-measurements-of-the-eye-or-surrounding-tiss	Measure the anatomical and functional characteristics of the eye and adjacent tissues using specialized equipment, such as determining axial length (the distance from the cornea to the retina) and other biometric parameters that inform clinical diagnosis and treatment planning. This work requires precise calibration and patient positioning to obtain accurate measurements that guide procedures like
